epoch,loss,accuracy
1,0.4041073680209961,97.64
2,0.07885523888268578,98.41
3,0.054752996608392515,98.46
4,0.043505301802301964,98.64
5,0.036270255677656196,98.69
6,0.031005097775042914,98.92
7,0.02729240562945509,98.68
8,0.02402760777106163,98.77
9,0.021346756528173364,98.74
10,0.01885477360735125,98.7
