epoch,loss,accuracy
1.0,0.6039862494224678,96.8
2.0,0.13385733448143708,97.9
3.0,0.08441398126770185,98.48
4.0,0.06338435225983037,98.54
5.0,0.05082152797175305,98.66
6.0,0.042947756205953515,98.76
7.0,0.03679535359438103,98.88
8.0,0.031959761545729284,98.95
9.0,0.02784066986657981,99.03
10.0,0.024794729304875234,99.15
