epoch,loss,accuracy
1,0.8810824490368747,94.58
2,0.1858408359099807,97.01
3,0.1130956812167981,97.52
4,0.08469012866555246,98.06
5,0.0689801027966556,98.18
6,0.05835933075236804,98.37
7,0.05079963643040294,98.5
8,0.04566641308482427,98.67
9,0.04104411316467628,98.66
10,0.03725771124718953,98.75
