epoch,loss,accuracy
1,0.4012680434183017,97.3
2,0.08486790092451486,98.06
3,0.06030558168625971,98.14
4,0.04773246348777941,98.38
5,0.039949046011998265,98.52
6,0.03523612229713499,98.67
7,0.03127129945649839,98.53
8,0.0279817285183976,98.6
9,0.02631139416825463,98.9
10,0.02400267564667774,98.85
