epoch,loss,accuracy
1,0.7259793254231085,95.61
2,0.14992537733111808,97.01
3,0.09655291990621258,97.61
4,0.07433102472321883,98.09
5,0.061507916220946354,98.11
6,0.05244356288171526,98.33
7,0.04510072467507108,98.44
8,0.04015699847797945,98.43
9,0.03657913498425566,98.3
10,0.03255051284629319,98.37
